gauge_id,im,imr,fs,r,g,b
camelsbr_40037000,-0.20285501430377254,1.3460899152757881,0.0,0.6014275071518863,0.6730449576378941,0.0
camelsbr_40040000,-0.2648826951460719,1.3550103413886956,0.0,0.6324413475730359,0.6775051706943478,0.0
camelsbr_40053000,-0.2716598140972754,1.2690295659368869,0.0,0.6358299070486377,0.6345147829684434,0.0
camelsbr_40060001,-0.2324884000690968,1.3879175832430026,0.0,0.6162442000345484,0.6939587916215013,0.0
camelsbr_40170000,-0.2851158818503092,1.379388443391723,0.0,0.6425579409251546,0.6896942216958615,0.0
camelsbr_40185000,-0.28538083839834777,1.3808413516284426,0.0,0.6426904191991739,0.6904206758142213,0.0
camelsbr_40500000,-0.3273993795626351,1.3238230235632542,0.0,0.6636996897813175,0.6619115117816271,0.0
camelsbr_40549998,-0.2181707620148234,1.3252648599316323,0.0,0.6090853810074117,0.6626324299658162,0.0
camelsbr_40579995,-0.21028765994056486,1.3415559477311931,0.0,0.6051438299702825,0.6707779738655966,0.0
camelsbr_40680000,-0.22441255107269398,1.350392221420328,0.0,0.612206275536347,0.675196110710164,0.0
camelsbr_40810800,-0.29180388107409017,1.39354976963463,0.0,0.6459019405370451,0.696774884817315,0.0
camelsbr_40811100,-0.29180388107409017,1.39354976963463,0.0,0.6459019405370451,0.696774884817315,0.0
camelsbr_40822995,-0.28987109076838674,1.4093183239524705,0.0,0.6449355453841934,0.7046591619762352,0.0
camelsbr_40823500,-0.28987109076838674,1.4093183239524703,0.0,0.6449355453841934,0.7046591619762351,0.0
camelsbr_40975000,-0.2734951182970622,1.3702086654333487,0.0,0.6367475591485311,0.6851043327166744,0.0
camelsbr_41050000,-0.24874498725621383,1.3532682516924406,0.0,0.6243724936281069,0.6766341258462203,0.0
camelsbr_41199998,-0.20621500000576873,1.4094311858472508,0.0,0.6031075000028844,0.7047155929236254,0.0
camelsbr_41300000,-0.2131516771894428,1.4314026441365881,0.0,0.6065758385947214,0.7157013220682941,0.0
camelsbr_41380000,-0.2661658080266687,1.436071419458398,0.0,0.6330829040133343,0.718035709729199,0.0
camelsbr_41440005,-0.3218227019923298,1.3770392156972666,0.0,0.6609113509961649,0.6885196078486333,0.0
camelsbr_41539998,-0.3304338686836305,1.3606395758543863,0.0,0.6652169343418153,0.6803197879271932,0.0
camelsbr_41685000,-0.4032301510681266,1.35041184111678,0.0,0.7016150755340633,0.67520592055839,0.0
camelsbr_41890000,-0.34076195695398454,1.4619774602275097,0.0,0.6703809784769923,0.7309887301137549,0.0
camelsbr_42100000,-0.35272547059824194,1.345760791693771,0.0,0.6763627352991209,0.6728803958468855,0.0
camelsbr_42187000,-0.377126089551797,1.3718813207842493,0.0,0.6885630447758985,0.6859406603921246,0.0
camelsbr_42250000,-0.28227577934276155,1.3079295844625363,0.0,0.6411378896713807,0.6539647922312681,0.0
camelsbr_42255000,-0.26958319425323707,1.0408522016738404,0.0,0.6347915971266185,0.5204261008369202,0.0
camelsbr_42440000,-0.2850504758488177,1.0912081060688044,0.0,0.6425252379244089,0.5456040530344022,0.0
camelsbr_42546000,-0.30698703100078906,1.3822324750086477,0.0,0.6534935155003945,0.6911162375043238,0.0
camelsbr_42840000,-0.28225578255139744,1.3875229874401271,0.0,0.6411278912756987,0.6937614937200636,0.0
camelsbr_44540000,-0.5047188530239518,1.230948226750677,0.0,0.752359426511976,0.6154741133753385,0.0
camelsbr_50040000,-0.28725975648201213,1.2257830931830105,0.0,0.643629878241006,0.6128915465915052,0.0
camelsbr_50047000,-0.1595448742786786,1.3182490700212504,0.0,0.5797724371393393,0.6591245350106252,0.0
camelsbr_50330000,-0.512325807970497,0.5726560479104487,0.0,0.7561629039852484,0.28632802395522433,0.0
camelsbr_50420000,-0.5290712101196519,0.5948757263045146,0.0,0.764535605059826,0.2974378631522573,0.0
camelsbr_50720000,-0.315352714755171,0.8500515662394141,0.0,0.6576763573775855,0.42502578311970707,0.0
camelsbr_50730000,-0.21986401889731833,0.9659479121681241,0.0,0.6099320094486591,0.4829739560840621,0.0
camelsbr_50740000,-0.1578625891316315,1.0342048653261746,0.0,0.5789312945658157,0.5171024326630873,0.0
camelsbr_51060100,-0.16055229176945604,1.0712695797375507,0.0,0.580276145884728,0.5356347898687753,0.0
camelsbr_51560000,-0.11782212110311018,0.8095606258289023,0.0,0.558911060551555,0.40478031291445116,0.0
camelsbr_51750000,0.0980972971494949,0.7801027404863654,0.0,0.45095135142525256,0.3900513702431827,0.0
camelsbr_51795000,0.19991298734427965,0.743481290380562,0.0,0.4000435063278602,0.371740645190281,0.0
camelsbr_51820000,0.0470978669675613,0.7220357200158698,0.0,0.4764510665162194,0.3610178600079349,0.0
camelsbr_51840000,-0.2478675342315991,0.6826295410314134,0.0,0.6239337671157995,0.3413147705157067,0.0
camelsbr_51870000,-0.12972892434891323,0.7369368605743492,0.0,0.5648644621744566,0.3684684302871746,0.0
camelsbr_51940000,0.28100351993852485,0.6168527630109124,0.0,0.3594982400307376,0.3084263815054562,0.0
camelsbr_53050000,-0.019461031957278562,0.5979887230729276,0.0,0.5097305159786393,0.2989943615364638,0.0
camelsbr_53091000,0.0410424343240546,0.6080619717731698,0.0,0.4794787828379727,0.3040309858865849,0.0
camelsbr_53125000,-0.3823370496530814,0.6393876174523415,0.0,0.6911685248265407,0.31969380872617076,0.0
camelsbr_53160000,-0.20949084261535403,0.523950567957188,0.0,0.6047454213076771,0.261975283978594,0.0
camelsbr_54300000,-0.43021337793053394,1.1784703878983405,0.0,0.715106688965267,0.5892351939491702,0.0
camelsbr_54485000,-0.45979228995005667,1.0526829057371145,0.0,0.7298961449750283,0.5263414528685573,0.0
camelsbr_54590000,-0.4767967337544323,0.9905074332673884,0.0,0.7383983668772162,0.4952537166336942,0.0
camelsbr_54730005,-0.45008198911677705,0.8946043508264527,0.0,0.7250409945583886,0.44730217541322637,0.0
camelsbr_55330000,-0.3235717782774927,0.570981600565533,0.0,0.6617858891387464,0.2854908002827665,0.0
camelsbr_55360000,-0.2242293954455349,0.5635860645671202,0.0,0.6121146977227675,0.2817930322835601,0.0
camelsbr_55370000,-0.24229126451172966,0.5299989639692766,0.0,0.6211456322558648,0.2649994819846383,0.0
camelsbr_55380000,-0.24463999097351544,0.5247884587118314,0.0,0.6223199954867578,0.2623942293559157,0.0
camelsbr_55610000,-0.3953116728152313,0.9299041456274894,0.0,0.6976558364076156,0.4649520728137447,0.0
camelsbr_55660000,-0.44387960632731244,0.9056435851252295,0.0,0.7219398031636562,0.45282179256261473,0.0
camelsbr_55790000,-0.36927463845278247,0.9122944384927386,0.0,0.6846373192263913,0.4561472192463693,0.0
camelsbr_55900000,-0.3354287344875906,0.9257246376811594,0.0,0.6677143672437953,0.4628623188405797,0.0
camelsbr_56028000,-0.2350007518312509,1.290545918111539,0.0,0.6175003759156255,0.6452729590557695,0.0
camelsbr_56055000,-0.21997391230477994,1.2799721393210612,0.0,0.60998695615239,0.6399860696605306,0.0
camelsbr_56065000,-0.23421651481437125,1.2424166286861231,0.0,0.6171082574071857,0.6212083143430616,0.0
camelsbr_56085000,-0.2853533527952267,1.1882822009142167,0.0,0.6426766763976134,0.5941411004571083,0.0
camelsbr_56090000,-0.2702154900468603,1.2118712743584408,0.0,0.6351077450234301,0.6059356371792204,0.0
camelsbr_56240000,-0.21176424358276422,1.3115286402928943,0.0,0.6058821217913821,0.6557643201464471,0.0
camelsbr_56335001,-0.23379558547295012,1.308498259061917,0.0,0.616897792736475,0.6542491295309585,0.0
camelsbr_56460000,-0.2582380868952605,1.134585684206989,0.0,0.6291190434476303,0.5672928421034945,0.0
camelsbr_56484998,-0.2969269852564865,1.116360790281664,0.0,0.6484634926282432,0.558180395140832,0.0
camelsbr_56500000,-0.28627067996327865,1.1342596927961814,0.0,0.6431353399816393,0.5671298463980907,0.0
camelsbr_56510000,-0.30302536292132903,1.1155472410756535,0.0,0.6515126814606645,0.5577736205378268,0.0
camelsbr_56570000,-0.34353371596530186,1.1256420975602617,0.0,0.6717668579826509,0.5628210487801308,0.0
camelsbr_56610000,-0.2567999430784474,1.3454306628584884,0.0,0.6283999715392237,0.6727153314292442,0.0
camelsbr_56640000,-0.1844556208452173,1.4068365115301678,0.0,0.5922278104226086,0.7034182557650839,0.0
camelsbr_56750000,-0.22110620210474544,1.5006372983239147,0.0,0.6105531010523727,0.7503186491619573,0.0
camelsbr_56787000,-0.2310586698267515,1.4365797917634135,0.0,0.6155293349133757,0.7182898958817068,0.0
camelsbr_56800000,-0.23418845226048143,1.4633966692929583,0.0,0.6170942261302407,0.7316983346464792,0.0
camelsbr_56845000,-0.22420640071125333,1.4284489185251794,0.0,0.6121032003556267,0.7142244592625897,0.0
camelsbr_56846000,-0.24228713905964724,1.3822145559971963,0.0,0.6211435695298236,0.6911072779985982,0.0
camelsbr_56870000,-0.38692370772116064,1.253249980003171,0.0,0.6934618538605803,0.6266249900015854,0.0
camelsbr_56915500,-0.3811188364439533,1.1381092973384885,0.0,0.6905594182219766,0.5690546486692443,0.0
camelsbr_56960005,-0.2681387924192983,1.1041335433718906,0.0,0.6340693962096491,0.5520667716859453,0.0
camelsbr_56983000,-0.26265937928288285,1.059228063982225,0.0,0.6313296896414414,0.5296140319911125,0.0
camelsbr_56988500,-0.3149749410274944,1.0399334127303197,0.0,0.6574874705137472,0.5199667063651598,0.0
camelsbr_56989001,-0.32537789801183914,0.9951435959851878,0.0,0.6626889490059196,0.4975717979925939,0.0
camelsbr_56990990,-0.23416098552955997,0.9331906110097932,0.0,0.6170804927647799,0.4665953055048966,0.0
camelsbr_56991500,-0.25858772925392426,0.9505966044281697,0.0,0.6292938646269621,0.47529830221408487,0.0
camelsbr_56993551,-0.29057240860504413,0.9042183474640257,0.0,0.645286204302522,0.45210917373201287,0.0
camelsbr_56995500,-0.32662975279955114,0.9315725050139553,0.0,0.6633148763997756,0.46578625250697764,0.0
camelsbr_57040008,-0.20024039691906173,0.759904182789755,0.0,0.6001201984595309,0.3799520913948775,0.0
camelsbr_57130000,-0.16184623160170375,0.8195785121102857,0.0,0.5809231158008519,0.4097892560551428,0.0
camelsbr_57170000,-0.1481252683977504,0.8334147093930703,0.0,0.5740626341988752,0.41670735469653514,0.0
camelsbr_57250000,-0.1381338043287407,0.8111982061245724,0.0,0.5690669021643704,0.4055991030622862,0.0
camelsbr_57300000,-0.2483396803179733,0.7970679429799531,0.0,0.6241698401589867,0.39853397148997655,0.0
camelsbr_57320000,-0.24553210848425447,0.7681720430107528,0.0,0.6227660542421273,0.3840860215053764,0.0
camelsbr_57350000,-0.19141032551707285,0.9991432396251674,0.0,0.5957051627585365,0.4995716198125837,0.0
camelsbr_57360000,-0.2501131161521666,1.0359580075333759,0.0,0.6250565580760833,0.5179790037666879,0.0
camelsbr_57370000,-0.24797472338849583,1.0328775944674564,0.0,0.623987361694248,0.5164387972337282,0.0
camelsbr_57400000,-0.2436261622023017,1.0173744521524737,0.0,0.6218130811011509,0.5086872260762368,0.0
camelsbr_57420000,-0.16045680682310137,1.064909493529211,0.0,0.5802284034115507,0.5324547467646055,0.0
camelsbr_57476500,-0.19988037838336162,0.9428838679610777,0.0,0.5999401891916808,0.47144193398053885,0.0
camelsbr_57490000,-0.22499484140285383,0.9252548878868588,0.0,0.6124974207014269,0.4626274439434294,0.0
camelsbr_57550000,-0.22986114671827193,0.8990486440300189,0.0,0.6149305733591359,0.44952432201500947,0.0
camelsbr_57650000,-0.3233396777325714,0.8498678017530508,0.0,0.6616698388662857,0.4249339008765254,0.0
camelsbr_57700000,-0.192563230721117,1.1039244913249782,0.0,0.5962816153605585,0.5519622456624891,0.0
camelsbr_57720000,-0.17382106107431225,1.0832705031727712,0.0,0.5869105305371561,0.5416352515863856,0.0
camelsbr_57740000,-0.2366361283000118,1.0394927928966158,0.0,0.6183180641500059,0.5197463964483079,0.0
camelsbr_57770000,-0.28562427312724814,1.0155155155155153,0.0,0.6428121365636241,0.5077577577577577,0.0
camelsbr_57880000,-0.28222905523767766,0.950114159582813,0.0,0.6411145276188388,0.4750570797914065,0.0
camelsbr_58030000,-0.06630619526955771,1.182996071421793,0.0,0.5331530976347788,0.5914980357108965,0.0
camelsbr_58040000,-0.0689359693422835,1.1657523681450168,0.0,0.5344679846711418,0.5828761840725084,0.0
camelsbr_58060000,0.06516240023187145,1.0525641009118332,0.0,0.46741879988406426,0.5262820504559166,0.0
camelsbr_58142200,-0.029923525013584983,1.1021096232299745,0.0,0.5149617625067925,0.5510548116149873,0.0
camelsbr_58220000,-0.12835019243525528,1.172747928492777,0.0,0.5641750962176276,0.5863739642463885,0.0
camelsbr_58258000,-0.1466592273898911,1.2050742921222317,0.0,0.5733296136949455,0.6025371460611159,0.0
camelsbr_58270000,-0.1992648663885929,1.1829192488016946,0.0,0.5996324331942965,0.5914596244008473,0.0
camelsbr_58405000,0.12439122063133908,0.9443317198325677,0.0,0.43780438968433044,0.47216585991628385,0.0
camelsbr_58420000,0.007951339800329998,1.0760200095868477,0.0,0.496024330099835,0.5380100047934239,0.0
camelsbr_58425000,-0.006869502844770697,1.0903549253451255,0.0,0.5034347514223854,0.5451774626725627,0.0
camelsbr_58434000,0.037044660873956546,1.0153544996206691,0.0,0.48147766956302174,0.5076772498103346,0.0
camelsbr_58470000,-0.13688543851764826,1.3206852218206264,0.0,0.5684427192588242,0.6603426109103132,0.0
camelsbr_58480500,-0.14165661378656316,1.291248770859103,0.0,0.5708283068932816,0.6456243854295515,0.0
camelsbr_58500000,-0.12928060557226254,1.300751879699248,0.0,0.5646403027861313,0.650375939849624,0.0
camelsbr_58530000,-0.04834048135970043,1.2696722272293968,0.0,0.5241702406798502,0.6348361136146984,0.0
camelsbr_58535000,-0.07314626336378588,1.2690249634408466,0.0,0.5365731316818929,0.6345124817204233,0.0
camelsbr_58542000,-0.12772504063957665,1.2660164541670413,0.0,0.5638625203197883,0.6330082270835207,0.0
camelsbr_58550001,-0.1410618031546139,1.2470595350168963,0.0,0.5705309015773069,0.6235297675084481,0.0
camelsbr_58560000,-0.16073988122057645,1.190071877807727,0.0,0.5803699406102882,0.5950359389038635,0.0
camelsbr_58573000,-0.17395063116381515,1.2184287806455938,0.0,0.5869753155819075,0.6092143903227969,0.0
camelsbr_58610000,-0.18317471722558487,1.2315659756890431,0.0,0.5915873586127924,0.6157829878445216,0.0
camelsbr_58645000,-0.11524219909679427,1.170956752933487,0.0,0.5576210995483971,0.5854783764667435,0.0
camelsbr_58648001,-0.18003748821840734,1.1928097751491906,0.0,0.5900187441092036,0.5964048875745953,0.0
camelsbr_58658000,-0.2679467054083516,1.2136834161294763,0.0,0.6339733527041758,0.6068417080647381,0.0
camelsbr_58670002,-0.30204475712639217,1.1904080054574613,0.0,0.6510223785631961,0.5952040027287306,0.0
camelsbr_58710000,-0.20084205248781992,1.2831485162378846,0.0,0.6004210262439099,0.6415742581189423,0.0
camelsbr_58720000,-0.17072385640950372,1.286394293210628,0.0,0.5853619282047519,0.643197146605314,0.0
camelsbr_58730001,-0.21024762397341315,1.277044018567492,0.0,0.6051238119867066,0.638522009283746,0.0
camelsbr_58736000,-0.3128514269392948,1.228119252484151,0.0,0.6564257134696474,0.6140596262420756,0.0
camelsbr_58750000,-0.1352837365040148,1.307154995722702,0.0,0.5676418682520074,0.653577497861351,0.0
camelsbr_58755000,-0.16044955740046782,1.284861943473845,0.0,0.5802247787002339,0.6424309717369225,0.0
camelsbr_58765001,-0.20284436754776994,1.2584407081391245,0.0,0.601422183773885,0.6292203540695622,0.0
camelsbr_58825000,-0.011965598264190339,1.0753989232159602,0.0,0.5059827991320952,0.5376994616079801,0.0
camelsbr_58827000,-0.04996677512026454,1.1030525416147725,0.0,0.5249833875601323,0.5515262708073863,0.0
camelsbr_58846000,-0.08525859457137959,1.1222237144844376,0.0,0.5426292972856898,0.5611118572422188,0.0
camelsbr_58850000,-0.1071138188064416,1.1005406517782876,0.0,0.5535569094032208,0.5502703258891438,0.0
camelsbr_58870000,-0.21198514462881213,1.132053008802436,0.0,0.6059925723144061,0.566026504401218,0.0
camelsbr_58910000,-0.257835100326454,1.1706118493909192,0.0,0.628917550163227,0.5853059246954596,0.0
camelsbr_58916000,-0.23164740230747996,1.1319799149944896,0.0,0.61582370115374,0.5659899574972448,0.0
camelsbr_58917000,-0.24598648523256947,1.1196578993706585,0.0,0.6229932426162847,0.5598289496853293,0.0
camelsbr_58930000,-0.25869829231167646,1.1005696081993568,0.0,0.6293491461558383,0.5502848040996784,0.0
camelsbr_58934000,-0.27527027860425446,1.0769073805529392,0.0,0.6376351393021272,0.5384536902764696,0.0
camelsbr_59100000,-0.15174371283700602,0.9357961359420358,0.0,0.575871856418503,0.4678980679710179,0.0
camelsbr_59120000,-0.037518735568005106,1.0524227234753551,0.0,0.5187593677840026,0.5262113617376776,0.0
camelsbr_59125000,-0.037518735568005106,1.0524227234753551,0.0,0.5187593677840026,0.5262113617376776,0.0
camelsbr_59181000,-0.14129790389633848,0.9054333478864519,0.0,0.5706489519481692,0.45271667394322596,0.0
camelsbr_59240000,-0.09246792573259681,0.9662402900636444,0.0,0.5462339628662984,0.4831201450318222,0.0
camelsbr_59370000,-0.027486006773275857,1.1188506730227235,0.0,0.5137430033866379,0.5594253365113617,0.0
camelsbr_59380000,0.11990219853102664,0.8352201257861636,0.0,0.44004890073448666,0.4176100628930818,0.0
camelsbr_60100000,-0.20592461442357657,1.416331592198715,0.0,0.6029623072117882,0.7081657960993575,0.0
camelsbr_60110000,-0.2341168882136674,1.3860730271123087,0.0,0.6170584441068337,0.6930365135561544,0.0
camelsbr_60130000,-0.214914444991858,1.3746181948853087,0.0,0.607457222495929,0.6873090974426543,0.0
camelsbr_60145000,-0.1981535132559911,1.3661653215945218,0.0,0.5990767566279955,0.6830826607972609,0.0
camelsbr_60220000,-0.1292480349544857,1.371130585128836,0.0,0.5646240174772429,0.685565292564418,0.0
camelsbr_60250000,-0.17954609589957385,1.3559689251188687,0.0,0.5897730479497869,0.6779844625594343,0.0
camelsbr_60265000,-0.20951294145651347,1.3837330476830685,0.0,0.6047564707282568,0.6918665238415342,0.0
camelsbr_60381000,-0.21594371306380553,1.3613228855620716,0.0,0.6079718565319028,0.6806614427810358,0.0
camelsbr_60435000,-0.1766200502978157,1.3951754385964912,0.0,0.5883100251489078,0.6975877192982456,0.0
camelsbr_60435200,-0.1667215332238803,1.3686691697955777,0.0,0.5833607666119401,0.6843345848977889,0.0
camelsbr_60436000,-0.1704503833075751,1.3833731474899293,0.0,0.5852251916537875,0.6916865737449647,0.0
camelsbr_60471200,-0.20600120578996176,1.353061224489796,0.0,0.6030006028949809,0.676530612244898,0.0
camelsbr_60473000,-0.20384766201341298,1.3473198407993903,0.0,0.6019238310067065,0.6736599203996951,0.0
camelsbr_60476100,-0.19889735752000925,1.3518537753111624,0.0,0.5994486787600046,0.6759268876555812,0.0
camelsbr_60477400,-0.17538934945501228,1.3644550096297816,0.0,0.5876946747275061,0.6822275048148908,0.0
camelsbr_60477600,-0.16312593902322434,1.395073168848218,0.0,0.5815629695116121,0.697536584424109,0.0
camelsbr_60478500,-0.13323576079874214,1.4200968523002422,0.0,0.5666178803993711,0.7100484261501211,0.0
camelsbr_60615000,-0.2830587000610117,1.3039112050739958,0.0,0.6415293500305058,0.6519556025369979,0.0
camelsbr_60635000,-0.16792132319299227,1.4374723640411566,0.0,0.5839606615964962,0.7187361820205783,0.0
camelsbr_60640000,-0.19453528372544424,1.387103353030787,0.0,0.5972676418627221,0.6935516765153935,0.0
camelsbr_60642000,-0.22247141394303216,1.3251854300117543,0.0,0.6112357069715161,0.6625927150058771,0.0
camelsbr_60653000,-0.21772733957623927,1.3044238843103715,0.0,0.6088636697881197,0.6522119421551857,0.0
camelsbr_60654000,-0.2529816202066945,1.2781177740731176,0.0,0.6264908101033473,0.6390588870365588,0.0
camelsbr_60665000,-0.25396215245125686,1.2984273565050044,0.0,0.6269810762256285,0.6492136782525022,0.0
camelsbr_60774000,-0.18803471194850208,1.3300519253639114,0.0,0.594017355974251,0.6650259626819557,0.0
camelsbr_60778000,-0.19506990477715613,1.2872647591720137,0.0,0.597534952388578,0.6436323795860068,0.0
camelsbr_60810000,-0.27470467140855453,1.281448186949178,0.0,0.6373523357042773,0.640724093474589,0.0
camelsbr_60910000,-0.1457396069689705,1.3422986499793392,0.0,0.5728698034844852,0.6711493249896696,0.0
camelsbr_60930000,-0.1496351445685049,1.2402072896060798,0.0,0.5748175722842525,0.6201036448030399,0.0
camelsbr_60960000,-0.16294510447828028,1.1976050123956226,0.0,0.5814725522391402,0.5988025061978113,0.0
camelsbr_61009000,-0.07494227148954284,1.3010150694694702,0.0,0.5374711357447715,0.6505075347347351,0.0
camelsbr_61014000,0.02791502129922674,1.2747404677353082,0.0,0.48604248935038663,0.6373702338676541,0.0
camelsbr_61024000,-0.017724662574119605,1.295517261541524,0.0,0.5088623312870598,0.647758630770762,0.0
camelsbr_61031000,-0.09162388701467061,1.3058823529411765,0.0,0.5458119435073353,0.6529411764705882,0.0
camelsbr_61045000,-0.13870143519954206,1.3128541082828455,0.0,0.5693507175997711,0.6564270541414228,0.0
camelsbr_61052000,-0.1355169605498618,1.3195662421756147,0.0,0.5677584802749309,0.6597831210878073,0.0
camelsbr_61060000,-0.10591838233152906,1.313765619480383,0.0,0.5529591911657645,0.6568828097401915,0.0
camelsbr_61075000,-0.17318868954363867,1.3290437710205247,0.0,0.5865943447718194,0.6645218855102624,0.0
camelsbr_61078000,-0.17715807848256895,1.3399449828121217,0.0,0.5885790392412845,0.6699724914060609,0.0
camelsbr_61085000,-0.13059996079379124,1.272254846508923,0.0,0.5652999803968957,0.6361274232544615,0.0
camelsbr_61090000,-0.14413519469129574,1.2848423138005791,0.0,0.5720675973456478,0.6424211569002896,0.0
camelsbr_61100000,-0.13194238476224915,1.3138875009283084,0.0,0.5659711923811246,0.6569437504641542,0.0
camelsbr_61105000,-0.16524467764773057,1.3305136794047767,0.0,0.5826223388238653,0.6652568397023884,0.0
camelsbr_61115000,-0.1902778291386932,1.3248096119790032,0.0,0.5951389145693466,0.6624048059895016,0.0
camelsbr_61122000,-0.18644650565246926,1.3684546910229605,0.0,0.5932232528262347,0.6842273455114802,0.0
camelsbr_61173000,-0.23398089797235375,1.2453111854508607,0.0,0.6169904489861768,0.6226555927254304,0.0
camelsbr_61175000,-0.2306018389110339,1.2686085266345777,0.0,0.6153009194555169,0.6343042633172888,0.0
camelsbr_61250000,0.12675577988164796,1.1718779342723005,0.0,0.436622110059176,0.5859389671361502,0.0
camelsbr_61267000,-0.011658696001636326,1.2537671232876713,0.0,0.5058293480008181,0.6268835616438356,0.0
camelsbr_61271000,0.027768238470309736,1.2197888652247264,0.0,0.48611588076484513,0.6098944326123632,0.0
camelsbr_61280000,-0.0184859554027398,1.2739572216813786,0.0,0.50924297770137,0.6369786108406893,0.0
camelsbr_61285000,-0.04669333453575595,1.261391189132683,0.0,0.5233466672678779,0.6306955945663415,0.0
camelsbr_61295000,-0.03354359882293511,1.187774940165653,0.0,0.5167717994114676,0.5938874700828265,0.0
camelsbr_61320000,0.06487465289271373,1.1444579566112085,0.0,0.4675626735536431,0.5722289783056043,0.0
camelsbr_61343000,0.025721620333545903,1.15260372715679,0.0,0.48713918983322707,0.576301863578395,0.0
camelsbr_61350000,-0.010416287394106447,1.160364622360373,0.0,0.5052081436970532,0.5801823111801865,0.0
camelsbr_61370000,-0.08941639468942109,1.1525654408338317,0.0,0.5447081973447105,0.5762827204169159,0.0
camelsbr_61390000,-0.14665579918482827,1.178245835745542,0.0,0.5733278995924141,0.589122917872771,0.0
camelsbr_61460000,-0.13507457044827084,1.2450777072517434,0.0,0.5675372852241354,0.6225388536258717,0.0
camelsbr_61473000,-0.09819576880482996,1.3033757560104213,0.0,0.549097884402415,0.6516878780052107,0.0
camelsbr_61500000,-0.16791818422275429,1.2401957172443958,0.0,0.5839590921113771,0.6200978586221979,0.0
camelsbr_61520000,-0.22162539060043085,1.2802459411784668,0.0,0.6108126953002154,0.6401229705892334,0.0
camelsbr_61565000,-0.09832498059939147,1.2275322241258144,0.0,0.5491624902996958,0.6137661120629072,0.0
camelsbr_61610000,-0.16023627946178678,1.264743369501336,0.0,0.5801181397308934,0.632371684750668,0.0
camelsbr_61700000,-0.15699602586141634,1.3386075686368688,0.0,0.5784980129307081,0.6693037843184344,0.0
camelsbr_61770000,-0.1439574753880822,1.3269181811302317,0.0,0.5719787376940411,0.6634590905651159,0.0
camelsbr_61795000,-0.2232031569710838,1.2804573426242625,0.0,0.6116015784855419,0.6402286713121312,0.0
camelsbr_61815000,-0.16782103009635685,1.2828947368421053,0.0,0.5839105150481785,0.6414473684210527,0.0
camelsbr_61826000,-0.1836114887924336,1.2882294651820392,0.0,0.5918057443962168,0.6441147325910196,0.0
camelsbr_61953001,-0.2969810614879082,1.2132701734084619,0.0,0.6484905307439541,0.6066350867042309,0.0
camelsbr_61956001,-0.30748102391466753,1.2113822776893182,0.0,0.6537405119573337,0.6056911388446591,0.0
camelsbr_62420000,-0.20101922430009322,1.0708931394113796,0.0,0.6005096121500466,0.5354465697056898,0.0
camelsbr_62477100,-0.0530042338639552,0.9034504137375776,0.0,0.5265021169319776,0.4517252068687888,0.0
